transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	2659.520000	0.376008	2.608128	2.609107	0.187059	0.040000	0.227059	55.483040
2000	5232.560000	0.382222	2.590575	2.588125	0.188170	0.040000	0.228170	55.094040
3000	7837.480000	0.382776	2.595358	2.595190	0.188265	0.040000	0.228265	55.159667
4000	10398.400000	0.384675	2.586747	2.585512	0.186610	0.040000	0.226610	55.001770
5000	13029.600000	0.383742	2.595639	2.594502	0.186011	0.040000	0.226011	55.364416
6000	15631.760000	0.383834	2.596726	2.596339	0.184946	0.040000	0.224946	55.389300
7000	18257.040000	0.383414	2.600806	2.601146	0.185371	0.040000	0.225371	55.542131
8000	20847.280000	0.383743	2.599485	2.599017	0.186864	0.040000	0.226864	55.413815
9000	23486.800000	0.383194	2.603934	2.603672	0.187651	0.040000	0.227651	55.459933
10000	26122.200000	0.382816	2.607081	2.606715	0.188193	0.040000	0.228193	55.499172
