transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	115.000000	0.008696	0.000000	7.448000	2.285000	0.040000	2.325000	81.440000
1000	6732.080000	0.148543	6.623704	6.655406	0.294085	0.040000	0.334085	84.664240
2000	13034.880000	0.153434	6.463172	6.490837	0.274505	0.040000	0.314505	83.824640
3000	19459.720000	0.154165	6.450390	6.464811	0.269449	0.040000	0.309449	83.524933
4000	26107.160000	0.153215	6.499665	6.512705	0.270152	0.040020	0.310172	83.339800
5000	32775.280000	0.152554	6.533363	6.541309	0.267899	0.040016	0.307915	83.341832
6000	39246.080000	0.152882	6.522934	6.526246	0.268833	0.040013	0.308846	83.549947
7000	45769.040000	0.152942	6.522938	6.526126	0.268714	0.040011	0.308725	83.624731
8000	52420.600000	0.152612	6.539017	6.540649	0.267404	0.040020	0.307424	83.886295
9000	58805.960000	0.153046	6.521942	6.522529	0.264707	0.040018	0.304725	83.855996
10000	65378.520000	0.152955	6.527005	6.529632	0.263150	0.040016	0.303166	84.028124
