transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	114.360000	0.008744	0.000000	71.280000	18.320000	0.040000	18.360000	79.680000
1000	112951.200000	0.008853	112.949790	112.961201	9.843600	0.040000	9.883600	80.205280
2000	221471.200000	0.009031	110.733787	110.700040	9.647636	0.040020	9.687656	80.067980
3000	330020.360000	0.009090	110.005335	109.985320	9.601919	0.040013	9.641933	80.207347
4000	441747.360000	0.009055	110.435859	110.428707	9.619960	0.040010	9.659970	80.241370
5000	552866.160000	0.009044	110.572474	110.563984	9.583235	0.040016	9.623251	80.131584
6000	670359.600000	0.008950	111.726161	111.723987	9.607259	0.040020	9.647279	80.097747
7000	780330.000000	0.008971	111.475302	111.471720	9.435104	0.040023	9.475126	80.055240
8000	897274.080000	0.008916	112.158985	112.143782	9.486888	0.040020	9.526908	80.069645
9000	1015213.440000	0.008865	112.801320	112.787584	9.571784	0.040018	9.611802	80.065653
10000	1125594.600000	0.008884	112.559280	112.563088	9.529760	0.040016	9.569776	80.042816
