transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	12974.640000	0.077073	12.897978	12.879165	9.382584	0.040040	9.422624	83.310400
2000	26256.680000	0.076171	13.090105	13.080459	9.626540	0.040040	9.666580	83.158060
3000	39576.800000	0.075802	13.166802	13.165243	9.730934	0.040027	9.770961	83.120933
4000	53177.800000	0.075219	13.275379	13.269895	9.837335	0.040030	9.877365	83.378080
5000	67229.200000	0.074372	13.430614	13.420044	9.988030	0.040032	10.028061	83.261480
6000	80875.520000	0.074188	13.466571	13.466698	10.038155	0.040040	10.078195	83.119707
7000	93969.680000	0.074492	13.413362	13.410218	9.980731	0.040034	10.020765	83.115091
8000	107283.840000	0.074569	13.400960	13.397882	9.965195	0.040030	10.005225	83.129045
9000	120858.040000	0.074468	13.420211	13.419258	9.982536	0.040027	10.022563	83.097404
10000	134196.360000	0.074518	13.412021	13.410984	9.985275	0.040032	10.025307	83.067828
