transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	13198.240000	0.075768	13.145425	13.125976	1.050945	0.040000	1.090945	59.759240
2000	26458.480000	0.075590	13.202861	13.198104	1.015721	0.040000	1.055721	59.403960
3000	39523.360000	0.075904	13.156852	13.152011	1.004393	0.040013	1.044406	59.311507
4000	52815.880000	0.075735	13.190778	13.187423	1.000669	0.040010	1.040679	59.317600
5000	66549.160000	0.075132	13.299300	13.303343	0.993035	0.040032	1.033067	59.252032
6000	79493.880000	0.075478	13.240193	13.238541	0.982718	0.040027	1.022745	59.223153
7000	92481.240000	0.075691	13.204069	13.202233	0.989636	0.040034	1.029670	59.204863
8000	105696.680000	0.075688	13.205491	13.205983	0.990195	0.040035	1.030230	59.149535
9000	118535.480000	0.075927	13.164743	13.163932	0.982301	0.040036	1.022337	59.153529
10000	131899.640000	0.075815	13.184686	13.185247	0.979386	0.040036	1.019422	59.142684
