transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8080.280000	0.123758	7.979099	7.996673	1.325420	0.040000	1.366495	73.230680
2000	16200.280000	0.123455	8.049585	8.060627	1.265194	0.040000	1.305194	73.637800
3000	24215.920000	0.123885	8.038266	8.046142	1.272064	0.040000	1.312064	73.349867
4000	32121.040000	0.124529	8.004971	8.014624	1.269621	0.040010	1.309631	73.149630
5000	40166.640000	0.124481	8.013099	8.026003	1.271439	0.040016	1.311455	72.982072
6000	48330.040000	0.124146	8.038153	8.042337	1.267705	0.040013	1.307718	73.163007
7000	56350.560000	0.124222	8.035634	8.037284	1.270660	0.040011	1.310672	73.267326
8000	64513.560000	0.124005	8.051556	8.055390	1.274112	0.040015	1.314127	73.363620
9000	72277.920000	0.124519	8.019642	8.022227	1.268376	0.040013	1.308389	73.332200
10000	80313.120000	0.124513	8.021198	8.025149	1.265658	0.040016	1.305674	73.298764
