transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8924.080000	0.112056	8.814895	8.843181	3.519325	0.040040	3.559364	83.854680
2000	17577.280000	0.113783	8.734007	8.755930	3.348574	0.040020	3.388594	83.680060
3000	26391.800000	0.113672	8.760854	8.770542	3.360492	0.040013	3.400505	83.995587
4000	35016.880000	0.114231	8.726902	8.731910	3.338125	0.040010	3.378135	83.697420
5000	43660.480000	0.114520	8.710238	8.716821	3.319481	0.040008	3.359489	83.481784
6000	52424.560000	0.114450	8.719213	8.724221	3.317357	0.040007	3.357364	83.349020
7000	61026.080000	0.114705	8.702397	8.708412	3.289309	0.040006	3.329315	83.495846
8000	69853.120000	0.114526	8.717980	8.719805	3.303033	0.040005	3.343038	83.448480
9000	78688.400000	0.114375	8.731015	8.733973	3.313358	0.040009	3.353367	83.391938
10000	87346.200000	0.114487	8.723692	8.725479	3.314998	0.040008	3.355005	83.190652
