transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	193.320000	0.005173	0.000000	25.822857	17.560000	0.040000	17.600000	147.440000
1000	24338.320000	0.041087	24.169169	24.109891	15.700832	0.040040	15.740871	183.430360
2000	48267.320000	0.041436	24.049025	24.044664	15.641295	0.040040	15.681335	181.382480
3000	72400.480000	0.041436	24.077079	24.070515	15.699269	0.040027	15.739295	182.273653
4000	95621.600000	0.041832	23.863036	23.873438	15.513348	0.040020	15.553368	182.530040
5000	118969.080000	0.042028	23.759904	23.757907	15.425687	0.040024	15.465711	182.199912
6000	142732.320000	0.042037	23.760460	23.746842	15.410274	0.040020	15.450294	181.923260
7000	166210.640000	0.042115	23.720149	23.722033	15.387405	0.040017	15.427422	181.659309
8000	190004.160000	0.042104	23.729321	23.729102	15.383217	0.040015	15.423232	181.609715
9000	214339.240000	0.041990	23.796635	23.788595	15.431264	0.040013	15.471277	181.495249
10000	238734.920000	0.041887	23.856546	23.858447	15.473187	0.040012	15.513199	181.622352
