transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9247.320000	0.108139	9.170611	9.159128	2.013663	0.040000	2.053663	83.277240
2000	18207.160000	0.109847	9.065173	9.076509	2.018086	0.040000	2.058086	83.190000
3000	27336.600000	0.109743	9.086602	9.086795	2.013138	0.040000	2.053138	83.454933
4000	35967.960000	0.111210	8.972763	8.972236	2.002734	0.040000	2.042734	83.441010
5000	44886.800000	0.111391	8.961976	8.958068	2.007743	0.040000	2.047743	83.338560
6000	53711.640000	0.111708	8.939117	8.938901	1.997737	0.040000	2.037737	83.386200
7000	62727.000000	0.111595	8.950010	8.948900	1.981818	0.040017	2.021835	83.468566
8000	71783.240000	0.111447	8.963290	8.963511	1.985764	0.040015	2.025779	83.407310
9000	80724.920000	0.111490	8.960889	8.961856	1.980999	0.040013	2.021012	83.417613
10000	89703.240000	0.111479	8.962632	8.963902	1.977752	0.040012	2.017764	83.380384
