transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	5483.400000	0.182369	5.399119	5.390669	1.135811	0.040000	1.175811	84.104080
2000	10748.040000	0.186080	5.331846	5.334121	1.084050	0.040020	1.124069	84.195960
3000	16177.760000	0.185440	5.364481	5.365216	1.092166	0.040027	1.132192	84.679693
4000	21476.360000	0.186251	5.348007	5.353717	1.091528	0.040030	1.131558	84.994420
5000	26912.960000	0.185784	5.365729	5.366142	1.085805	0.040024	1.125829	85.120520
6000	32380.880000	0.185295	5.382764	5.381729	1.098234	0.040020	1.138254	85.245547
7000	37714.840000	0.185603	5.375791	5.379261	1.093025	0.040034	1.133059	85.185291
8000	43119.480000	0.185531	5.379397	5.381288	1.096957	0.040030	1.136987	85.140980
9000	48532.520000	0.185443	5.383136	5.382258	1.092598	0.040027	1.132625	85.200431
10000	53810.360000	0.185838	5.372605	5.373618	1.088912	0.040024	1.128935	85.235444
