transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8734.360000	0.114490	8.625225	8.661190	3.830595	0.040000	3.870595	69.257520
2000	17301.440000	0.115597	8.596138	8.615737	3.748645	0.040020	3.788665	69.180960
3000	25728.240000	0.116603	8.539673	8.554027	3.715798	0.040013	3.755811	68.823773
4000	34234.280000	0.116842	8.531263	8.540878	3.678124	0.040010	3.718134	68.947560
5000	42939.720000	0.116442	8.566105	8.578725	3.720719	0.040008	3.760727	68.782952
6000	51272.200000	0.117022	8.527161	8.535778	3.709605	0.040013	3.749619	68.773700
7000	59946.960000	0.116770	8.548250	8.553704	3.717226	0.040011	3.757237	68.794846
8000	68847.160000	0.116199	8.592249	8.598217	3.753666	0.040010	3.793676	68.743835
9000	77340.800000	0.116368	8.581291	8.585582	3.742460	0.040009	3.782469	68.653400
10000	85870.240000	0.116455	8.576106	8.577922	3.733127	0.040008	3.773135	68.601332
