transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	4492.840000	0.222576	4.426867	4.445228	1.046686	0.040000	1.086686	64.573080
2000	8884.160000	0.225120	4.409085	4.412260	1.016990	0.040000	1.056990	64.208480
3000	13267.280000	0.226120	4.400427	4.401194	1.010481	0.040027	1.050507	64.181080
4000	17647.840000	0.226657	4.395459	4.396104	1.010650	0.040030	1.050680	64.452270
5000	22026.400000	0.227000	4.392078	4.390917	1.001929	0.040024	1.041953	64.371888
6000	26278.440000	0.228324	4.368735	4.370792	0.993973	0.040020	1.033993	64.267507
7000	30625.840000	0.228565	4.365687	4.366759	0.992169	0.040029	1.032197	64.217120
8000	35024.360000	0.228412	4.369791	4.369717	0.994331	0.040025	1.034356	64.273770
9000	39406.440000	0.228389	4.371157	4.370639	0.988586	0.040027	1.028613	64.389827
10000	43784.160000	0.228393	4.371813	4.371543	0.991909	0.040024	1.031933	64.377704
