transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	27934.800000	0.035798	27.851812	27.828435	24.203669	0.040000	24.243669	55.811520
2000	56552.520000	0.035365	28.234957	28.214790	24.637126	0.040000	24.677126	55.778680
3000	83121.120000	0.036092	27.679320	27.683824	24.122025	0.040000	24.162025	55.777587
4000	110413.240000	0.036228	27.582496	27.595421	24.012597	0.040000	24.052597	55.558420
5000	140068.200000	0.035697	27.997071	27.995395	24.407835	0.040008	24.447843	55.653104
6000	169103.040000	0.035481	28.170062	28.171705	24.581696	0.040013	24.621710	55.676253
7000	197378.080000	0.035465	28.185061	28.191767	24.609747	0.040017	24.649764	55.636091
8000	225490.160000	0.035478	28.175937	28.174660	24.594417	0.040025	24.634442	55.583515
9000	254571.440000	0.035354	28.276542	28.281951	24.694296	0.040027	24.734323	55.597151
10000	282945.600000	0.035342	28.286305	28.284483	24.686822	0.040028	24.726850	55.618220
