transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3676.520000	0.271996	3.617457	3.624995	1.001972	0.040000	1.041972	60.133840
2000	7273.920000	0.274955	3.607424	3.611863	0.989911	0.040000	1.029911	60.414100
3000	10857.560000	0.276305	3.599493	3.598899	0.986132	0.040013	1.026145	60.318213
4000	14428.880000	0.277222	3.592448	3.591586	0.988977	0.040040	1.029017	60.080640
5000	18000.600000	0.277769	3.588302	3.588610	0.976914	0.040032	1.016946	60.090016
6000	21581.280000	0.278019	3.587031	3.587345	0.969322	0.040027	1.009348	60.200973
7000	25206.520000	0.277706	3.592490	3.592929	0.970314	0.040023	1.010336	60.261983
8000	28746.320000	0.278296	3.585903	3.585998	0.969985	0.040020	1.010005	60.167300
9000	32334.880000	0.278337	3.586198	3.585358	0.969824	0.040018	1.009841	60.118858
10000	35981.680000	0.277919	3.592259	3.592471	0.976709	0.040016	1.016725	60.097808
