transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	106.480000	0.009391	0.000000	16.453333	11.993333	0.040000	12.033333	68.400000
1000	30530.400000	0.032754	30.454374	30.454212	25.651098	0.040000	25.691098	69.203480
2000	61593.280000	0.032471	30.758779	30.754326	25.889351	0.040000	25.929351	69.059960
3000	91480.800000	0.032794	30.468263	30.455171	25.587732	0.040000	25.627732	69.244853
4000	121109.040000	0.033028	30.258205	30.262250	25.410550	0.040000	25.450550	69.200420
5000	152325.440000	0.032824	30.449882	30.447373	25.615746	0.040000	25.655746	68.976488
6000	180862.800000	0.033174	30.131075	30.134931	25.306856	0.040000	25.346856	68.819347
7000	210085.880000	0.033320	30.001343	30.001268	25.173817	0.040006	25.213823	68.849674
8000	239303.960000	0.033430	29.903423	29.903274	25.084249	0.040010	25.124259	68.764245
9000	268754.640000	0.033488	29.853113	29.851238	25.024818	0.040009	25.064827	68.803347
10000	300590.480000	0.033268	30.051405	30.054271	25.222850	0.040008	25.262858	68.884148
