transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	7292.280000	0.137131	7.186547	7.171535	2.050698	0.040000	2.090698	116.254800
2000	14216.080000	0.140686	7.055108	7.038335	2.000258	0.040000	2.040258	114.865500
3000	21224.880000	0.141344	7.039667	7.036830	1.991952	0.040000	2.031952	114.188880
4000	28173.160000	0.141979	7.016814	7.016677	1.988337	0.040000	2.028762	114.232560
5000	35152.920000	0.142236	7.009402	7.009908	1.992822	0.040000	2.032822	114.665960
6000	42357.400000	0.141652	7.041920	7.039867	2.003338	0.040000	2.043338	115.050180
7000	49450.960000	0.141554	7.049298	7.050827	2.000536	0.040011	2.040548	115.000869
8000	56412.080000	0.141814	7.038275	7.041463	1.991473	0.040010	2.031483	115.223545
9000	63631.040000	0.141440	7.058353	7.058068	1.996375	0.040018	2.036393	115.431556
10000	70388.440000	0.142069	7.028255	7.028038	1.992126	0.040020	2.032146	114.981156
