transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	22622.080000	0.044205	22.579700	22.521037	19.293200	0.040040	19.333240	58.339600
2000	46582.680000	0.042934	23.270495	23.239741	20.002954	0.040020	20.042974	58.445380
3000	70269.280000	0.042693	23.409243	23.400280	20.165200	0.040027	20.205227	58.465307
4000	94476.040000	0.042339	23.608672	23.606468	20.354381	0.040020	20.394401	58.564780
5000	116737.480000	0.042831	23.339172	23.331555	20.107925	0.040016	20.147941	58.463760
6000	138950.480000	0.043181	23.151445	23.153614	19.922520	0.040013	19.962533	58.469673
7000	161102.720000	0.043451	23.008681	23.006251	19.778295	0.040017	19.818312	58.533206
8000	184215.320000	0.043427	23.021673	23.018970	19.786058	0.040015	19.826073	58.596225
9000	207370.840000	0.043401	23.036546	23.033459	19.805244	0.040013	19.845257	58.599404
10000	229579.880000	0.043558	22.953787	22.948794	19.724511	0.040012	19.764523	58.631480
