transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	7308.880000	0.136820	7.224184	7.256938	3.865397	0.040000	3.905397	81.399720
2000	14627.600000	0.136728	7.271476	7.270293	3.887038	0.040020	3.927058	80.873820
3000	22095.960000	0.135771	7.337126	7.338684	3.941434	0.040013	3.981448	81.081160
4000	29358.320000	0.136248	7.318430	7.319331	3.915899	0.040010	3.955909	80.971120
5000	36966.280000	0.135258	7.376347	7.376168	3.958419	0.040008	3.998427	81.284336
6000	44215.480000	0.135699	7.355153	7.355101	3.941800	0.040007	3.981807	81.174927
7000	51558.000000	0.135769	7.353348	7.355930	3.945451	0.040006	3.985457	81.153817
8000	58961.600000	0.135682	7.359630	7.361309	3.950552	0.040010	3.990562	81.103980
9000	66266.960000	0.135814	7.353599	7.354211	3.941707	0.040009	3.981716	81.204653
10000	73629.000000	0.135816	7.354443	7.356515	3.947643	0.040008	3.987651	81.252736
