transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	7193.680000	0.139011	7.073514	7.060629	2.301079	0.040000	2.341079	115.916840
2000	13902.840000	0.143856	6.891246	6.886997	2.200872	0.040040	2.240911	114.026260
3000	20912.400000	0.143456	6.930697	6.933515	2.208260	0.040027	2.248286	115.396600
4000	27738.840000	0.144202	6.904626	6.908543	2.220663	0.040020	2.260682	114.821790
5000	34819.840000	0.143596	6.939908	6.942493	2.227951	0.040016	2.267967	115.298008
6000	41607.080000	0.144206	6.914459	6.916901	2.205254	0.040013	2.245267	115.375513
7000	48313.320000	0.144888	6.884709	6.886774	2.182303	0.040011	2.222315	114.927423
8000	55263.040000	0.144762	6.892837	6.892518	2.192382	0.040020	2.232402	115.131430
9000	62194.200000	0.144708	6.897095	6.898356	2.179312	0.040018	2.219330	115.376520
10000	69115.760000	0.144685	6.899542	6.899056	2.187546	0.040020	2.227566	115.021152
