transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	26350.640000	0.037950	26.265065	26.257587	20.999163	0.040040	21.039202	86.374800
2000	51917.920000	0.038522	25.915998	25.912032	20.688583	0.040020	20.728603	86.477720
3000	76831.640000	0.039046	25.581794	25.555289	20.350446	0.040013	20.390459	86.511587
4000	102583.720000	0.038993	25.624376	25.621854	20.395843	0.040010	20.435853	86.636660
5000	128100.920000	0.039032	25.602937	25.608342	20.382100	0.040008	20.422108	86.709856
6000	154042.640000	0.038950	25.659410	25.661886	20.424099	0.040007	20.464105	86.662527
7000	178443.240000	0.039228	25.479554	25.469870	20.246184	0.040006	20.286190	86.643091
8000	203747.480000	0.039264	25.457637	25.452514	20.225082	0.040005	20.265087	86.529985
9000	228428.120000	0.039400	25.371295	25.372557	20.134357	0.040004	20.174361	86.477813
10000	253121.800000	0.039507	25.303526	25.297351	20.052202	0.040004	20.092206	86.537528
