transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6353.000000	0.157406	6.226466	6.293637	0.321188	0.040000	0.361188	76.103000
2000	12664.600000	0.157921	6.269055	6.290353	0.286892	0.040000	0.326892	75.214080
3000	18846.560000	0.159180	6.240013	6.251506	0.275768	0.040000	0.315768	75.205173
4000	25115.080000	0.159267	6.247142	6.263677	0.273357	0.040000	0.313357	75.670030
5000	31520.960000	0.158625	6.278896	6.289858	0.272378	0.040000	0.312378	76.103160
6000	37593.360000	0.159603	6.244474	6.252116	0.273115	0.040007	0.313122	75.948867
7000	43849.400000	0.159637	6.246127	6.254690	0.274345	0.040006	0.314351	75.812189
8000	50254.840000	0.159189	6.266043	6.272060	0.273124	0.040005	0.313129	75.649590
9000	56548.760000	0.159155	6.269141	6.274274	0.272038	0.040009	0.312047	75.677462
10000	62890.240000	0.159007	6.276376	6.284565	0.271246	0.040008	0.311254	75.513584
