transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	4114.240000	0.243058	4.001922	4.053491	0.519803	0.040039	0.559842	68.188800
2000	8028.680000	0.249107	3.958159	3.981171	0.508889	0.040020	0.548909	68.175400
3000	12032.280000	0.249329	3.973311	3.984705	0.501689	0.040013	0.541703	68.102200
4000	15898.520000	0.251596	3.946537	3.956425	0.491717	0.040010	0.531727	67.867860
5000	19791.040000	0.252640	3.935731	3.944793	0.489655	0.040008	0.529663	67.716864
6000	23687.480000	0.253298	3.929182	3.937134	0.484447	0.040007	0.524501	67.749553
7000	27638.200000	0.253273	3.932259	3.937868	0.485163	0.040006	0.525169	67.889697
8000	31643.160000	0.252819	3.941348	3.946773	0.487967	0.040005	0.527972	68.113635
9000	35622.280000	0.252651	3.945545	3.951656	0.486417	0.040004	0.526421	68.229302
10000	39607.000000	0.252481	3.949463	3.954532	0.484840	0.040004	0.524844	68.260820
