transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	175.200000	0.005708	0.000000	21.811429	15.137143	0.040000	15.177143	101.880000
1000	10250.000000	0.097561	10.084885	10.143921	4.288198	0.040000	4.328198	100.292880
2000	19970.640000	0.100147	9.902671	9.931881	4.068861	0.040020	4.108881	100.925440
3000	30050.960000	0.099830	9.961907	9.985670	4.019608	0.040027	4.059634	101.350840
4000	39631.160000	0.100931	9.866457	9.887587	3.938663	0.040020	3.978683	101.434890
5000	49477.080000	0.101057	9.862348	9.875808	3.905812	0.040016	3.945828	101.749920
6000	59360.040000	0.101078	9.865784	9.878928	3.913722	0.040013	3.953735	101.439480
7000	69223.720000	0.101121	9.865484	9.873740	3.914773	0.040017	3.954790	101.508269
8000	79179.920000	0.101036	9.876825	9.882566	3.939251	0.040015	3.979266	101.763680
9000	89161.360000	0.100941	9.888450	9.893381	3.941161	0.040013	3.981174	101.786604
10000	99198.120000	0.100808	9.903282	9.910361	3.950233	0.040012	3.990245	101.775388
