transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	5843.800000	0.171122	5.774374	5.787750	1.341923	0.040079	1.382002	60.543000
2000	11329.200000	0.176535	5.629815	5.637651	1.305645	0.040040	1.345684	60.312480
3000	16898.400000	0.177532	5.609603	5.606545	1.291732	0.040027	1.331758	60.114307
4000	22541.880000	0.177447	5.618075	5.625522	1.295722	0.040020	1.335742	60.141260
5000	28172.800000	0.177476	5.620644	5.620311	1.295368	0.040016	1.335384	60.095312
6000	33765.080000	0.177698	5.615916	5.617537	1.291527	0.040033	1.331561	60.129913
7000	39596.920000	0.176781	5.646767	5.647354	1.284324	0.040029	1.324353	60.140977
8000	45132.120000	0.177257	5.632819	5.633354	1.282537	0.040035	1.322571	60.194430
9000	50730.040000	0.177410	5.628941	5.630303	1.281168	0.040036	1.321203	60.245564
10000	56333.320000	0.177515	5.626375	5.627285	1.276144	0.040032	1.316176	60.344668
