transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	30853.120000	0.032412	30.666587	30.758681	25.429530	0.040000	25.469530	98.985960
2000	62693.480000	0.031901	31.253767	31.296975	25.930285	0.040020	25.970305	98.729520
3000	93742.000000	0.032003	31.185328	31.210516	25.835561	0.040013	25.875575	98.846093
4000	126045.600000	0.031735	31.464966	31.476842	26.106780	0.040010	26.146790	98.866450
5000	158197.800000	0.031606	31.602440	31.620872	26.223010	0.040016	26.263026	98.781200
6000	190957.840000	0.031421	31.795406	31.819737	26.394941	0.040027	26.434968	98.870040
7000	223885.280000	0.031266	31.957148	31.967420	26.560086	0.040034	26.600120	98.703789
8000	255807.640000	0.031273	31.952799	31.957781	26.557186	0.040035	26.597221	98.738920
9000	287288.040000	0.031327	31.900304	31.912913	26.508834	0.040031	26.548865	98.734356
10000	319837.960000	0.031266	31.965273	31.972977	26.575107	0.040028	26.615135	98.727744
