transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9010.560000	0.110981	8.803283	8.931270	3.384262	0.040040	3.424301	84.819320
2000	17693.480000	0.113036	8.743072	8.801553	3.325254	0.040020	3.365274	83.893180
3000	26425.240000	0.113528	8.739300	8.782221	3.301383	0.040027	3.341410	83.435027
4000	35533.360000	0.112570	8.831528	8.860963	3.342145	0.040030	3.382175	83.766720
5000	44282.920000	0.112910	8.815131	8.837045	3.328583	0.040024	3.368607	83.711528
6000	52754.120000	0.113735	8.757800	8.774853	3.287824	0.040027	3.327851	83.539560
7000	61488.680000	0.113842	8.754479	8.769448	3.286595	0.040023	3.326618	83.481257
8000	70152.960000	0.114037	8.743203	8.755022	3.286806	0.040020	3.326826	83.489825
9000	79181.360000	0.113663	8.774895	8.787117	3.297681	0.040018	3.337698	83.467556
10000	87992.880000	0.113646	8.778558	8.791311	3.304570	0.040016	3.344586	83.521012
