transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	22219.800000	0.045005	22.171291	22.190480	0.379860	0.040000	0.419860	44.847280
2000	44872.480000	0.044571	22.412106	22.416080	0.377831	0.040000	0.417831	44.940760
3000	66599.760000	0.045045	22.183755	22.183027	0.385978	0.040000	0.425978	44.976387
4000	88437.160000	0.045230	22.097144	22.096246	0.388536	0.040000	0.428536	45.003930
5000	109059.160000	0.045847	21.802056	21.800904	0.386405	0.040008	0.426413	45.003432
6000	131980.400000	0.045461	21.988618	21.987182	0.387364	0.040007	0.427371	44.957853
7000	153364.600000	0.045643	21.902260	21.895468	0.385700	0.040011	0.425711	44.978177
8000	175962.240000	0.045464	21.989194	21.977874	0.386085	0.040010	0.426095	44.981625
9000	197563.520000	0.045555	21.946087	21.942759	0.384863	0.040009	0.424872	44.982044
10000	218463.520000	0.045774	21.841468	21.840628	0.383775	0.040012	0.423787	44.971028
