transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3874.680000	0.258086	3.778378	3.826482	1.051570	0.040000	1.091570	47.583320
2000	7681.040000	0.260381	3.792376	3.816700	1.044254	0.040000	1.084254	47.651820
3000	11446.720000	0.262084	3.783474	3.801475	1.029678	0.040000	1.069678	47.663293
4000	15150.080000	0.264025	3.763441	3.775095	1.016790	0.040000	1.056790	47.630140
5000	18839.680000	0.265397	3.748670	3.760128	1.014507	0.040000	1.054507	47.674776
6000	22560.320000	0.265954	3.743997	3.751811	1.011109	0.040007	1.051116	47.586807
7000	26188.680000	0.267291	3.727475	3.734337	1.004102	0.040011	1.044114	47.532097
8000	29962.200000	0.267003	3.733232	3.738642	1.009154	0.040010	1.049164	47.521550
9000	33603.320000	0.267831	3.722996	3.728380	1.003413	0.040013	1.043426	47.508267
10000	37343.920000	0.267781	3.724756	3.729368	1.001087	0.040012	1.041099	47.533412
