transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8824.840000	0.113317	8.707948	8.692387	1.019823	0.040000	1.059823	115.102320
2000	17806.880000	0.112316	8.845063	8.848310	1.015102	0.040000	1.055102	114.885820
3000	26599.360000	0.112785	8.827529	8.835999	1.012771	0.040000	1.052771	115.343080
4000	35512.120000	0.112638	8.848842	8.846589	1.013094	0.040000	1.053094	115.248070
5000	44266.640000	0.112952	8.829974	8.829284	1.009390	0.040008	1.049398	114.284152
6000	53160.680000	0.112865	8.840653	8.841963	1.002195	0.040007	1.042202	114.381713
7000	61863.960000	0.113152	8.821026	8.823076	1.001466	0.040006	1.041472	114.250943
8000	70688.800000	0.113172	8.821503	8.822209	0.999596	0.040005	1.039601	114.489855
9000	79558.240000	0.113125	8.826830	8.826573	0.993556	0.040004	1.033560	114.449862
10000	88361.680000	0.113171	8.824490	8.831552	0.992068	0.040008	1.032076	114.188424
