transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	5023.760000	0.199054	4.950270	4.943583	0.983913	0.040000	1.023913	81.483880
2000	9971.560000	0.200570	4.949035	4.940872	0.967132	0.040000	1.007132	81.712800
3000	14985.360000	0.200195	4.970630	4.969433	0.992719	0.040013	1.032732	81.884720
4000	19979.200000	0.200208	4.976434	4.974064	0.995129	0.040010	1.035139	82.087630
5000	24820.040000	0.201450	4.949310	4.949683	0.990251	0.040008	1.030259	81.856224
6000	29781.160000	0.201470	4.951279	4.950318	0.992653	0.040007	1.032660	81.749380
7000	34758.640000	0.201389	4.955022	4.955386	0.995752	0.040006	1.035758	81.801263
8000	39809.480000	0.200957	4.967001	4.965094	0.999780	0.040005	1.039785	81.770540
9000	44824.280000	0.200784	4.972312	4.972679	0.998207	0.040004	1.038212	81.777498
10000	49786.640000	0.200857	4.971317	4.971885	0.993349	0.040004	1.033353	81.908504
