transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3921.800000	0.254985	3.852853	3.860966	0.537992	0.040039	0.578031	60.267480
2000	7698.480000	0.259792	3.814747	3.824036	0.540586	0.040020	0.580606	60.135140
3000	11472.280000	0.261500	3.801094	3.808970	0.533710	0.040013	0.573723	59.750307
4000	15480.760000	0.258385	3.852953	3.857035	0.540583	0.040010	0.580593	60.192690
5000	19248.200000	0.259765	3.835847	3.837440	0.546276	0.040016	0.586292	60.162456
6000	23027.040000	0.260563	3.826344	3.827943	0.542447	0.040013	0.582460	60.176393
7000	26787.240000	0.261318	3.816894	3.818269	0.541736	0.040017	0.581753	60.166131
8000	30537.960000	0.261969	3.808621	3.808946	0.538850	0.040015	0.578865	60.170365
9000	34315.200000	0.262274	3.805134	3.806634	0.535709	0.040013	0.575722	60.211502
10000	38182.680000	0.261899	3.811369	3.812582	0.538117	0.040016	0.578133	60.211256
