transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	331.120000	0.003020	0.000000	17.802222	5.865263	0.040000	5.905263	276.320000
1000	12491.560000	0.080054	12.172613	12.273628	3.136974	0.040000	3.176974	193.389480
2000	24947.000000	0.080170	12.314097	12.377826	3.115913	0.040000	3.155913	197.164480
3000	37862.080000	0.079235	12.514491	12.558699	3.098972	0.040000	3.138972	201.594387
4000	50910.800000	0.078569	12.648082	12.672303	3.100388	0.040010	3.140398	205.264810
5000	63248.480000	0.079053	12.585989	12.610419	3.090704	0.040016	3.130720	204.118760
6000	75501.760000	0.079468	12.530528	12.553661	3.063834	0.040013	3.103847	203.711627
7000	88059.840000	0.079491	12.534465	12.548234	3.047519	0.040011	3.087530	203.902526
8000	100818.040000	0.079351	12.562435	12.578677	3.070168	0.040020	3.110188	204.702515
9000	113368.320000	0.079387	12.561085	12.570965	3.073760	0.040018	3.113778	204.936733
10000	126364.320000	0.079136	12.604580	12.617250	3.089114	0.040016	3.129130	205.552244
