transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3331.200000	0.300192	3.239520	3.272920	0.135992	0.040039	0.176031	57.264160
2000	6536.800000	0.305960	3.222551	3.241885	0.118671	0.040020	0.158691	56.956060
3000	9681.560000	0.309867	3.196612	3.214197	0.114597	0.040013	0.154610	56.797893
4000	12828.240000	0.311812	3.184126	3.193199	0.112394	0.040010	0.152404	56.495930
5000	15973.040000	0.313027	3.176259	3.183727	0.110171	0.040008	0.150179	56.186680
6000	19099.000000	0.314153	3.167875	3.176800	0.108636	0.040007	0.148643	55.981280
7000	22292.760000	0.314003	3.171573	3.176431	0.108075	0.040006	0.148080	55.893743
8000	25498.120000	0.313749	3.175797	3.180639	0.107327	0.040005	0.147332	55.941770
9000	28655.240000	0.314079	3.173722	3.177365	0.106362	0.040004	0.146367	55.794107
10000	31819.520000	0.314272	3.172777	3.176951	0.105659	0.040004	0.145663	55.844784
