transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6715.040000	0.148919	6.569369	6.594263	1.303497	0.040000	1.343497	126.916640
2000	13101.920000	0.152649	6.478079	6.495298	1.275340	0.040000	1.315340	124.404520
3000	19683.720000	0.152410	6.512664	6.517258	1.295240	0.040000	1.335240	125.010173
4000	26354.320000	0.151778	6.552158	6.559373	1.321155	0.040000	1.361155	126.010940
5000	32854.360000	0.152187	6.541732	6.542744	1.309661	0.040000	1.349661	126.106720
6000	39262.720000	0.152817	6.519500	6.528094	1.324555	0.040007	1.364562	125.596947
7000	45827.000000	0.152748	6.525898	6.528366	1.333966	0.040011	1.373977	125.829520
8000	52465.520000	0.152481	6.539977	6.541601	1.330921	0.040010	1.370931	126.172275
9000	59156.760000	0.152138	6.556786	6.560484	1.337633	0.040009	1.377642	126.617538
10000	65887.560000	0.151774	6.574189	6.575834	1.339210	0.040008	1.379218	126.883740
