transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6102.360000	0.163871	6.017217	6.016016	1.988374	0.040000	2.028374	84.797520
2000	12060.840000	0.165826	5.987834	5.994988	1.957575	0.040020	1.997594	84.461940
3000	18030.880000	0.166381	5.981901	5.986091	1.944714	0.040013	1.984728	84.541200
4000	24113.760000	0.165880	6.007152	6.006627	1.961116	0.040010	2.001126	84.740070
5000	30166.760000	0.165745	6.016323	6.016812	1.967475	0.040008	2.007483	84.787200
6000	36198.160000	0.165754	6.018836	6.018836	1.974127	0.040007	2.014134	84.638913
7000	42248.320000	0.165687	6.023312	6.023085	1.976858	0.040006	2.016863	84.574949
8000	48322.600000	0.165554	6.029684	6.030574	1.986440	0.040005	2.026445	84.627400
9000	54242.200000	0.165922	6.017451	6.015265	1.980211	0.040009	2.020220	84.455796
10000	60110.480000	0.166360	6.002532	6.002956	1.967282	0.040008	2.007290	84.490104
