transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	25274.760000	0.039565	25.196677	25.015208	19.795842	0.040000	19.835842	148.679520
2000	50209.720000	0.039833	25.065753	24.975841	19.708697	0.040060	19.748756	149.319960
3000	74819.800000	0.040096	24.913811	24.895574	19.634303	0.040040	19.674343	149.964973
4000	99791.120000	0.040084	24.928192	24.895383	19.637075	0.040030	19.677105	149.620580
5000	125989.440000	0.039686	25.182268	25.176862	19.947320	0.040024	19.987344	149.392320
6000	151084.080000	0.039713	25.167661	25.149632	19.917137	0.040020	19.957157	149.682087
7000	176591.680000	0.039639	25.216231	25.216475	19.975193	0.040023	20.015216	149.603646
8000	201144.200000	0.039772	25.133257	25.121914	19.854802	0.040020	19.894822	149.506780
9000	225792.280000	0.039860	25.079342	25.074757	19.816586	0.040018	19.856603	149.684164
10000	251264.640000	0.039799	25.118648	25.110246	19.852760	0.040016	19.892776	149.752020
