transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3707.360000	0.269734	3.611331	3.625636	0.214076	0.040039	0.254115	82.796200
2000	7279.440000	0.274746	3.591696	3.600475	0.205776	0.040040	0.245816	82.800660
3000	10828.680000	0.277042	3.577539	3.582369	0.201270	0.040026	0.241297	82.694067
4000	14382.520000	0.278115	3.571613	3.578283	0.198905	0.040030	0.238935	82.617280
5000	17998.360000	0.277803	3.580460	3.584115	0.197172	0.040032	0.237204	82.589008
6000	21511.480000	0.278921	3.569235	3.571436	0.195471	0.040033	0.235431	82.342280
7000	25086.760000	0.279032	3.570099	3.572893	0.193683	0.040028	0.233711	82.330257
8000	28659.680000	0.279138	3.570451	3.572451	0.193219	0.040025	0.233244	82.369725
9000	32288.960000	0.278733	3.576989	3.578034	0.192730	0.040022	0.232753	82.591111
10000	35833.160000	0.279071	3.573709	3.575771	0.191403	0.040020	0.231423	82.620128
