transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6600.280000	0.151509	6.465706	6.530337	0.338675	0.040000	0.378675	79.506280
2000	13195.320000	0.151569	6.530405	6.568506	0.300448	0.040000	0.340448	78.648540
3000	19569.920000	0.153296	6.478453	6.498519	0.292098	0.040000	0.332098	78.895307
4000	26079.200000	0.153379	6.486162	6.497478	0.286688	0.040010	0.326698	78.848460
5000	32433.480000	0.154162	6.459780	6.473556	0.280271	0.040008	0.320279	78.812744
6000	38842.600000	0.154470	6.451335	6.461527	0.277139	0.040007	0.317146	78.606580
7000	45141.320000	0.155069	6.429530	6.439070	0.273998	0.040006	0.314004	78.665629
8000	51380.560000	0.155701	6.405741	6.412242	0.272917	0.040005	0.312922	78.667390
9000	57713.400000	0.155943	6.397640	6.403853	0.272091	0.040004	0.312096	78.777640
10000	64261.600000	0.155614	6.412697	6.417487	0.270836	0.040004	0.310840	78.719804
