transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	4217.000000	0.237135	4.153954	4.156489	0.935172	0.040039	0.975212	59.824360
2000	8419.440000	0.237545	4.178209	4.185679	0.962604	0.040060	1.002664	59.908340
3000	12609.440000	0.237917	4.182141	4.184666	0.971802	0.040053	1.011855	59.927653
4000	16790.920000	0.238224	4.181975	4.182681	0.956194	0.040040	0.996234	60.190560
5000	20895.120000	0.239290	4.166417	4.167004	0.953707	0.040032	0.993739	60.013440
6000	25031.600000	0.239697	4.161427	4.161383	0.958091	0.040027	0.998118	59.937700
7000	29192.800000	0.239785	4.161394	4.162875	0.956612	0.040029	0.996641	59.964086
8000	33375.120000	0.239700	4.164011	4.165462	0.956845	0.040025	0.996870	59.912370
9000	37544.640000	0.239715	4.164623	4.164779	0.954006	0.040027	0.994032	59.835938
10000	41781.520000	0.239340	4.171849	4.173130	0.957064	0.040024	0.997087	59.976916
