time	sigma	t_upRNAPelong
0	0.00000	0
0.04	-0.00223	0
0.08	-0.00223	0
0.12	-0.00223	0
0.16	-0.00223	0
0.2	-0.00223	0
0.24	-0.00223	0
0.28	-0.00223	0
0.32	-0.00223	0
0.36	-0.00223	0
0.4	-0.00223	0
0.44	-0.00223	0
0.48	-0.00223	0
0.52	-0.00223	0
0.56	-0.00223	0
0.6	-0.00223	0
0.64	-0.00223	0
0.68	-0.00223	0
0.72	-0.00223	0
0.76	-0.00223	0
0.8	-0.00223	0
0.84	-0.00223	0
0.88	-0.00223	0
0.92	-0.00223	0
0.96	-0.00223	0
1.0	-0.00223	0
1.04	-0.00223	0
1.08	-0.00223	0
1.12	-0.00223	0
1.16	-0.00223	0
1.2	-0.00223	0
1.24	-0.00446	0
1.28	-0.00446	0
1.32	-0.00446	0
1.36	-0.00446	0
1.4000000000000001	-0.00446	0
1.44	-0.00446	0
1.48	-0.00446	0
1.52	-0.00446	0
1.56	-0.00446	0
1.6	-0.00446	0
1.6400000000000001	-0.00446	0
1.68	-0.00446	0
1.72	-0.00446	0
1.76	-0.00669	0
1.8	-0.00669	0
1.84	-0.00669	0
1.8800000000000001	-0.00669	0
1.92	-0.00669	0
1.96	-0.00669	0
2.0	-0.00669	0
2.04	-0.00669	0
2.08	-0.00669	0
2.12	-0.00669	0
2.16	-0.00669	0
2.2	-0.00669	0
2.24	-0.00669	0
2.2800000000000002	-0.00669	0
2.32	-0.00669	0
2.36	-0.00669	0
2.4	-0.00669	0
2.44	-0.00669	0
2.48	-0.00669	0
2.52	-0.00669	0
2.56	-0.00669	0
2.6	-0.00669	0
2.64	-0.00669	0
2.68	-0.00669	0
2.72	-0.00669	0
2.7600000000000002	-0.00669	0
2.8000000000000003	-0.00669	0
2.84	-0.00669	0
2.88	-0.00669	0
2.92	-0.00669	0
2.96	-0.00669	0
3.0	-0.00669	0
3.04	-0.00669	0
3.08	-0.00669	0
3.12	-0.00669	0
3.16	-0.00669	0
3.2	-0.00669	0
3.24	-0.00669	0
3.2800000000000002	-0.00669	0
3.3200000000000003	-0.00669	0
3.36	-0.00669	0
3.4	-0.00669	0
3.44	-0.00669	0
3.48	-0.00669	0
3.52	-0.00669	0
3.56	-0.00669	0
3.6	-0.00669	0
3.64	-0.00669	0
3.68	-0.00669	0
3.72	-0.00669	0
3.7600000000000002	-0.00669	0
3.8000000000000003	-0.00669	0
3.84	-0.00669	0
3.88	-0.00669	0
3.92	-0.00669	0
3.96	-0.00669	0
4.0	-0.00669	0
4.04	-0.00669	0
4.08	-0.00669	0
4.12	-0.00669	0
4.16	-0.00669	0
4.2	-0.00669	0
4.24	-0.00669	0
4.28	-0.00669	0
4.32	-0.00669	0
4.36	-0.00669	0
4.4	-0.00669	0
4.44	-0.00669	0
4.48	-0.00669	0
4.5200000000000005	-0.00669	0
4.5600000000000005	-0.00669	0
4.6000000000000005	-0.00669	0
4.64	-0.00669	0
4.68	-0.01338	0
4.72	-0.01338	0
4.76	-0.01338	0
4.8	-0.01338	0
4.84	-0.01338	0
4.88	-0.01338	0
4.92	-0.01338	0
4.96	-0.01338	0
5.0	-0.01338	0
5.04	-0.01338	0
5.08	-0.01338	0
