transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	7377.480000	0.135548	7.275996	7.261990	1.966850	0.040000	2.006850	122.943560
2000	14727.120000	0.135804	7.312836	7.297066	1.967453	0.040000	2.007453	122.524820
3000	21897.480000	0.137002	7.265328	7.259164	1.951528	0.040013	1.991541	121.983280
4000	28974.200000	0.138054	7.218165	7.210894	1.914296	0.040010	1.954306	121.742500
5000	36221.600000	0.138039	7.224013	7.222373	1.935303	0.040016	1.975319	121.418496
6000	43458.200000	0.138064	7.226111	7.221782	1.934904	0.040020	1.974924	121.852853
7000	50669.320000	0.138151	7.223969	7.223311	1.943530	0.040017	1.983547	121.770514
8000	57844.520000	0.138302	7.217872	7.217879	1.940392	0.040020	1.980634	121.452980
9000	65006.440000	0.138448	7.211655	7.209685	1.947184	0.040027	1.987211	121.168844
10000	72374.840000	0.138170	7.227331	7.224818	1.951171	0.040024	1.991195	121.514964
