transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8310.520000	0.120329	8.192232	8.248262	3.480874	0.040079	3.520953	64.873360
2000	16490.880000	0.121279	8.186293	8.215087	3.565797	0.040040	3.605837	64.522720
3000	24583.560000	0.122033	8.155078	8.174167	3.508587	0.040040	3.548627	64.570893
4000	32830.600000	0.121838	8.178075	8.196564	3.496046	0.040030	3.536076	64.299520
5000	40749.400000	0.122701	8.126209	8.135535	3.457329	0.040024	3.497353	64.419456
6000	48961.880000	0.122544	8.140590	8.151628	3.470170	0.040020	3.510190	64.372040
7000	57171.320000	0.122439	8.150427	8.160160	3.481627	0.040017	3.521644	64.389823
8000	65159.280000	0.122776	8.130116	8.135904	3.464547	0.040020	3.504567	64.412970
9000	73166.000000	0.123008	8.116404	8.123531	3.461144	0.040018	3.501161	64.305391
10000	81402.920000	0.122846	8.128457	8.135980	3.472421	0.040016	3.512437	64.300476
