transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6515.480000	0.153481	6.416136	6.395634	0.880472	0.040000	0.920472	127.881400
2000	12771.360000	0.156600	6.335968	6.326343	0.929450	0.040000	0.969450	125.075420
3000	19230.320000	0.156004	6.376979	6.372025	0.960172	0.040013	1.000186	125.026520
4000	25424.160000	0.157331	6.331183	6.324251	0.967305	0.040010	1.007315	124.150110
5000	31523.720000	0.158611	6.284849	6.279928	0.967912	0.040008	1.007920	123.403840
6000	37657.280000	0.159332	6.259630	6.257630	0.966162	0.040007	1.006168	123.027500
7000	43911.120000	0.159413	6.258803	6.253337	0.967377	0.040006	1.007383	122.773440
8000	49956.960000	0.160138	6.232179	6.229060	0.962175	0.040005	1.002180	122.503420
9000	56124.880000	0.160357	6.225038	6.222668	0.970844	0.040004	1.010848	121.924102
10000	62419.840000	0.160205	6.232031	6.230895	0.973308	0.040012	1.013320	122.237316
