transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	135.000000	0.007407	0.000000	35.100000	37.520000	0.040000	37.560000	97.640000
1000	41646.040000	0.024012	41.552593	41.510419	28.179980	0.040000	28.196966	167.910840
2000	85333.400000	0.023437	42.620510	42.579122	28.345689	0.040000	28.385689	172.414400
3000	126487.360000	0.023718	42.131497	42.134035	28.388111	0.040000	28.428111	170.311160
4000	169322.320000	0.023624	42.307407	42.259111	28.483514	0.040000	28.523514	172.102530
5000	212518.720000	0.023527	42.485241	42.480640	28.703926	0.040016	28.743942	171.143864
6000	256872.240000	0.023358	42.796673	42.792096	28.828417	0.040020	28.868437	171.482860
7000	298518.080000	0.023449	42.632245	42.610450	28.810570	0.040023	28.850592	170.035760
8000	341886.280000	0.023400	42.724251	42.708452	28.806366	0.040020	28.846386	171.072585
9000	382249.160000	0.023545	42.461847	42.455199	28.682164	0.040018	28.722181	170.468707
10000	427693.400000	0.023381	42.760116	42.742798	28.736482	0.040016	28.776498	171.539296
