transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	7309.720000	0.136804	7.146026	7.191685	0.332480	0.040000	0.372480	103.239600
2000	14529.280000	0.137653	7.182811	7.216740	0.316105	0.040000	0.356105	104.271980
3000	21741.520000	0.137985	7.192624	7.211148	0.312597	0.040000	0.352597	104.069453
4000	29115.360000	0.137385	7.237939	7.248907	0.309243	0.040000	0.349243	104.273850
5000	36437.040000	0.137223	7.254691	7.265784	0.307270	0.040000	0.347270	104.396584
6000	43764.640000	0.137097	7.266844	7.278004	0.308503	0.040000	0.348503	104.338880
7000	51014.560000	0.137216	7.264426	7.273331	0.307075	0.040006	0.347081	104.126669
8000	58553.720000	0.136627	7.298772	7.308584	0.308046	0.040005	0.348051	104.189700
9000	66044.640000	0.136271	7.320124	7.323399	0.306770	0.040004	0.346775	104.419027
10000	73079.200000	0.136838	7.291565	7.297038	0.306619	0.040008	0.346627	104.312044
