transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8341.040000	0.119889	8.199760	8.282306	3.061410	0.040000	3.101410	75.032320
2000	16719.960000	0.119618	8.289385	8.329567	3.077329	0.040000	3.117329	74.770520
3000	24793.920000	0.120997	8.217553	8.236545	3.018798	0.040000	3.058798	75.210813
4000	33132.240000	0.120728	8.247752	8.267841	3.040799	0.040010	3.080809	75.111760
5000	41119.880000	0.121596	8.195719	8.208770	3.006573	0.040008	3.046581	75.002728
6000	49377.400000	0.121513	8.206021	8.218845	3.008555	0.040013	3.048569	75.260313
7000	57515.560000	0.121706	8.196325	8.207720	3.015136	0.040011	3.055147	75.110577
8000	65900.200000	0.121396	8.219867	8.226079	3.038068	0.040015	3.078083	75.029380
9000	74250.800000	0.121211	8.234395	8.242558	3.053637	0.040013	3.093650	75.192391
10000	82522.440000	0.121179	8.238120	8.243700	3.050333	0.040016	3.090349	75.306608
