transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3855.800000	0.259350	3.798559	3.790424	0.982340	0.040000	1.022340	64.999120
2000	7587.560000	0.263589	3.765143	3.757661	0.978238	0.040000	1.018238	64.684860
3000	11354.440000	0.264214	3.765722	3.767262	0.978208	0.040000	1.018208	64.861387
4000	15152.920000	0.263976	3.773913	3.772672	0.974976	0.040000	1.014976	65.024210
5000	18878.000000	0.264859	3.764145	3.763214	0.975443	0.040008	1.015451	64.739680
6000	22636.600000	0.265057	3.763221	3.762015	0.971944	0.040007	1.011951	64.868873
7000	26398.720000	0.265164	3.763063	3.762030	0.971365	0.040011	1.011376	64.826246
8000	30158.000000	0.265270	3.762590	3.762006	0.976909	0.040010	1.016919	64.698320
9000	33899.040000	0.265494	3.760196	3.760222	0.975129	0.040013	1.015142	64.771644
10000	37725.000000	0.265076	3.766773	3.765835	0.977201	0.040012	1.017213	64.770208
