transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6693.920000	0.149389	6.538378	6.594680	1.425197	0.040000	1.465197	114.251000
2000	13101.040000	0.152660	6.472716	6.492395	1.390525	0.040000	1.430525	112.340120
3000	19582.160000	0.153201	6.475519	6.487528	1.383186	0.040013	1.423200	112.984107
4000	26031.480000	0.153660	6.468967	6.480867	1.378521	0.040020	1.418541	112.556510
5000	32582.040000	0.153459	6.485289	6.494769	1.365557	0.040024	1.405581	113.345456
6000	39015.880000	0.153784	6.476713	6.486111	1.370426	0.040033	1.410459	113.213253
7000	45462.760000	0.153972	6.472450	6.477566	1.367830	0.040034	1.407864	112.888754
8000	51925.720000	0.154066	6.471264	6.475331	1.369088	0.040030	1.409118	112.887535
9000	58277.400000	0.154434	6.457975	6.462970	1.368029	0.040027	1.408056	112.678058
10000	64801.800000	0.154317	6.464618	6.469532	1.370312	0.040028	1.410339	112.727408
