transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	5363.200000	0.186456	5.307067	5.297962	2.077352	0.040040	2.117391	56.216360
2000	10459.400000	0.191216	5.201581	5.201274	2.063968	0.040020	2.103988	55.837840
3000	15554.400000	0.192871	5.166042	5.163559	2.029628	0.040027	2.069655	55.851613
4000	20604.840000	0.194129	5.137134	5.136435	2.003670	0.040030	2.043700	55.755590
5000	25640.800000	0.195002	5.116895	5.114175	1.983199	0.040032	2.023231	55.757192
6000	30832.560000	0.194599	5.129375	5.130111	1.993503	0.040033	2.033536	55.984167
7000	35850.600000	0.195255	5.113468	5.114213	1.994430	0.040034	2.034464	55.902320
8000	40989.040000	0.195174	5.116590	5.116175	1.993873	0.040035	2.033908	55.883040
9000	46008.040000	0.195618	5.105745	5.106954	1.985046	0.040031	2.025077	55.942693
10000	51044.320000	0.195908	5.098798	5.098641	1.979535	0.040032	2.019566	55.943896
