transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	45909.000000	0.021782	45.798999	45.784112	3.286022	0.040000	3.326022	114.952840
2000	92350.160000	0.021657	46.120240	46.127740	3.419110	0.040040	3.459150	114.015840
3000	139421.840000	0.021517	46.437492	46.432325	3.490643	0.040027	3.530669	113.607013
4000	184763.520000	0.021649	46.163471	46.163631	3.546680	0.040020	3.586700	113.315800
5000	229733.560000	0.021764	45.924737	45.922248	3.475562	0.040016	3.515578	113.045872
6000	276927.240000	0.021666	46.136263	46.141143	3.492269	0.040013	3.532283	113.200000
7000	324202.840000	0.021591	46.299048	46.284752	3.499994	0.040011	3.540006	113.180034
8000	371024.880000	0.021562	46.364431	46.358915	3.540747	0.040015	3.580762	113.224725
9000	418085.280000	0.021527	46.441769	46.439427	3.568092	0.040013	3.608106	113.263164
10000	464520.280000	0.021528	46.441092	46.441976	3.557112	0.040012	3.597124	113.421968
