transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	38037.720000	0.026290	37.322723	37.159140	3.229414	0.040039	3.269453	843.546560
2000	75169.000000	0.026607	37.226953	37.183137	3.200415	0.040040	3.240455	846.707320
3000	113647.600000	0.026397	37.644308	37.609930	3.125731	0.040040	3.165771	859.587920
4000	150971.240000	0.026495	37.564121	37.529985	3.145016	0.040030	3.185046	856.399500
5000	188990.520000	0.026456	37.655171	37.638606	3.142896	0.040024	3.182920	858.622728
6000	225464.760000	0.026612	37.458316	37.440093	3.157024	0.040020	3.197044	853.274327
7000	262263.080000	0.026691	37.364018	37.347916	3.150088	0.040023	3.190111	849.801171
8000	300641.480000	0.026610	37.490831	37.472486	3.155593	0.040025	3.195618	851.916315
9000	337990.680000	0.026628	37.475093	37.457586	3.153382	0.040022	3.193404	851.811578
10000	375478.320000	0.026633	37.476348	37.472224	3.144377	0.040020	3.184397	852.086680
