transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	14835.600000	0.067405	14.759239	14.794012	1.054052	0.040000	1.094052	85.801920
2000	28196.880000	0.070930	14.059910	14.066028	1.070838	0.040020	1.110858	86.231100
3000	42765.280000	0.070150	14.229463	14.226511	1.068060	0.040013	1.108073	86.292467
4000	57496.360000	0.069570	14.354899	14.341986	1.074612	0.040010	1.114622	86.295770
5000	71980.160000	0.069464	14.380684	14.384122	1.074516	0.040008	1.114524	86.323224
6000	86743.240000	0.069170	14.444427	14.445763	1.079194	0.040013	1.119207	86.042907
7000	101601.240000	0.068897	14.503518	14.497431	1.070843	0.040011	1.110855	86.122874
8000	116174.520000	0.068862	14.512239	14.505824	1.076319	0.040010	1.116329	86.272420
9000	130371.320000	0.069034	14.477186	14.471092	1.078344	0.040018	1.118362	86.227484
10000	144601.840000	0.069155	14.452517	14.447454	1.082454	0.040016	1.122470	86.342188
