transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	12858.440000	0.077770	12.793113	12.805543	10.103011	0.040040	10.143051	45.719640
2000	25422.680000	0.078670	12.678619	12.688816	9.978122	0.040020	10.018142	45.933280
3000	37614.200000	0.079757	12.516199	12.511870	9.794784	0.040013	9.834797	45.877653
4000	51236.800000	0.078069	12.792868	12.788777	10.065921	0.040010	10.105931	45.784360
5000	63666.040000	0.078535	12.720128	12.725334	10.009356	0.040008	10.049364	45.786680
6000	76271.160000	0.078667	12.700957	12.701486	9.992286	0.040007	10.032293	45.720273
7000	89228.040000	0.078451	12.737523	12.735632	10.026189	0.040006	10.066195	45.727691
8000	101578.560000	0.078757	12.689141	12.689661	9.983181	0.040005	10.023186	45.758190
9000	113950.640000	0.078982	12.653908	12.654773	9.950648	0.040004	9.990652	45.794222
10000	125942.320000	0.079401	12.587679	12.591661	9.889267	0.040004	9.929271	45.809784
