transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	54180.880000	0.018457	54.006807	54.009009	50.971040	0.040000	51.011040	74.635080
2000	108484.040000	0.018436	54.155058	54.158280	51.084578	0.040020	51.124598	74.649940
3000	167629.840000	0.017897	55.819193	55.803692	52.723678	0.040013	52.763691	74.542533
4000	224996.200000	0.017778	56.206082	56.199520	53.095106	0.040020	53.135126	74.615540
5000	280758.680000	0.017809	56.117343	56.118128	53.018656	0.040016	53.058672	74.698744
6000	339005.600000	0.017699	56.472332	56.456711	53.357794	0.040013	53.397807	74.627967
7000	396616.640000	0.017649	56.635028	56.619960	53.519377	0.040011	53.559389	74.662509
8000	452881.560000	0.017665	56.588759	56.582725	53.474901	0.040015	53.514916	74.695720
9000	512196.440000	0.017571	56.891695	56.891610	53.795543	0.040013	53.835556	74.659178
10000	569468.240000	0.017560	56.929709	56.928740	53.828917	0.040012	53.868929	74.650136
