transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	45030.280000	0.022207	44.917397	44.973000	2.053760	0.040000	2.093760	68.896400
2000	89991.760000	0.022224	44.939450	44.940910	2.055644	0.040000	2.095644	68.726400
3000	135822.920000	0.022088	45.236786	45.248443	2.073880	0.040000	2.113880	68.798653
4000	180908.400000	0.022111	45.198950	45.178236	2.058262	0.040000	2.098262	68.894570
5000	224554.720000	0.022266	44.888362	44.895147	2.080256	0.040000	2.120256	69.026520
6000	271110.640000	0.022131	45.166334	45.162133	2.110596	0.040000	2.150596	69.030647
7000	314904.560000	0.022229	44.970247	44.973320	2.111624	0.040000	2.151624	69.064469
8000	360612.480000	0.022184	45.062468	45.069345	2.123605	0.040005	2.163610	68.997505
9000	406117.080000	0.022161	45.111599	45.112596	2.113556	0.040004	2.153561	69.016249
10000	449595.800000	0.022242	44.948295	44.947577	2.078152	0.040004	2.118156	69.033736
