transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	4476.400000	0.223394	4.397117	4.418261	1.038144	0.040000	1.078144	65.236200
2000	8856.080000	0.225834	4.388394	4.401353	0.987336	0.040020	1.027356	64.818260
3000	13249.160000	0.226429	4.389957	4.396070	0.986052	0.040027	1.026078	64.946347
4000	17588.720000	0.227418	4.377354	4.381604	0.992038	0.040050	1.032088	64.734550
5000	21971.240000	0.227570	4.378388	4.379976	0.992815	0.040040	1.032855	64.521304
6000	26313.640000	0.228019	4.372389	4.375307	0.994871	0.040033	1.034904	64.669387
7000	30680.480000	0.228158	4.371596	4.373280	0.989647	0.040029	1.029675	64.523874
8000	35100.920000	0.227914	4.377702	4.379868	0.986434	0.040030	1.026464	64.631365
9000	39490.000000	0.227906	4.378967	4.379887	0.988421	0.040031	1.028452	64.724133
10000	43819.520000	0.228209	4.374021	4.375746	0.982129	0.040028	1.022157	64.748768
