transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	65615.760000	0.015240	65.569369	65.462058	21.042156	0.040000	21.082156	87.704800
2000	130286.280000	0.015351	65.119720	65.094460	20.585627	0.040000	20.625627	88.013560
3000	191642.920000	0.015654	63.864942	63.867667	20.402973	0.040000	20.442973	88.230813
4000	255698.080000	0.015643	63.912508	63.907940	20.413717	0.040000	20.453717	88.201820
5000	322375.720000	0.015510	64.465645	64.458000	20.723031	0.040000	20.763031	88.297720
6000	386355.040000	0.015530	64.384577	64.368999	20.511696	0.040000	20.551696	88.317860
7000	449900.480000	0.015559	64.264684	64.244422	20.500080	0.040006	20.540086	88.327623
8000	516499.360000	0.015489	64.556495	64.532715	20.570730	0.040010	20.610740	88.327960
9000	579521.200000	0.015530	64.385958	64.381229	20.585756	0.040009	20.625764	88.276724
10000	644180.160000	0.015524	64.413261	64.406420	20.708396	0.040008	20.748404	88.247904
