transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8781.040000	0.113882	8.582382	8.614642	1.843608	0.040000	1.883608	183.282720
2000	17243.560000	0.115985	8.522421	8.535228	1.958852	0.040000	1.998852	180.058180
3000	25695.720000	0.116751	8.498993	8.509321	1.965353	0.040000	2.005353	179.990773
4000	34383.480000	0.116335	8.546197	8.554028	2.000249	0.040020	2.040269	180.544500
5000	43317.720000	0.115426	8.623821	8.632116	2.015166	0.040016	2.055182	182.073368
6000	51525.280000	0.116448	8.554432	8.561682	2.012974	0.040013	2.052988	179.827487
7000	59993.200000	0.116680	8.542072	8.543964	1.990501	0.040011	2.030513	179.448657
8000	68211.160000	0.117283	8.501553	8.505928	1.980324	0.040010	2.020334	178.618685
9000	76456.760000	0.117714	8.473110	8.476022	1.964975	0.040009	2.004984	177.903356
10000	85036.920000	0.117596	8.483816	8.485636	1.965908	0.040012	2.005920	177.910112
