transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	4548.520000	0.219852	4.473193	4.486950	1.001499	0.040000	1.041499	70.179400
2000	9010.640000	0.221960	4.467654	4.473347	1.002443	0.040000	1.042443	69.252100
3000	13380.360000	0.224209	4.434998	4.443122	0.991939	0.040000	1.031939	68.646133
4000	17786.040000	0.224895	4.427667	4.433817	0.989561	0.040000	1.029561	68.020260
5000	22186.800000	0.225359	4.422284	4.422165	0.979554	0.040000	1.019554	67.891480
6000	26616.720000	0.225422	4.423557	4.425268	0.973573	0.040000	1.013573	67.894087
7000	31086.200000	0.225180	4.430119	4.431143	0.975287	0.040006	1.015293	67.847869
8000	35516.160000	0.225250	4.430099	4.431330	0.978715	0.040005	1.018720	67.750495
9000	39960.720000	0.225221	4.431706	4.432457	0.978966	0.040013	1.018980	67.727991
10000	44387.040000	0.225291	4.431167	4.432745	0.975738	0.040012	1.015750	67.702364
