transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	44715.240000	0.022364	44.647648	44.629171	41.624815	0.040080	41.664895	75.038320
2000	90741.480000	0.022041	45.337289	45.302817	42.258561	0.040040	42.298601	75.050060
3000	133545.760000	0.022464	44.492671	44.491569	41.423965	0.040027	41.463992	75.227427
4000	176386.920000	0.022677	44.079690	44.072084	41.020300	0.040020	41.060320	75.353540
5000	218065.440000	0.022929	43.599360	43.595929	40.528822	0.040016	40.568838	75.322864
6000	262465.720000	0.022860	43.732869	43.732898	40.651845	0.040013	40.691858	75.345773
7000	307677.640000	0.022751	43.944192	43.934482	40.858612	0.040011	40.898623	75.319371
8000	351370.840000	0.022768	43.912814	43.913851	40.833531	0.040010	40.873541	75.240465
9000	395646.680000	0.022748	43.953155	43.953005	40.871268	0.040009	40.911277	75.301996
10000	438364.440000	0.022812	43.829603	43.828121	40.745077	0.040008	40.785085	75.294128
