transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	139.760000	0.007155	0.000000	18.182857	12.060000	0.040000	12.100000	93.000000
1000	19254.240000	0.051937	19.133614	19.093492	12.540437	0.040040	12.580476	108.967600
2000	37822.680000	0.052878	18.850885	18.861188	12.440899	0.040020	12.480919	109.464520
3000	56541.640000	0.053058	18.806896	18.804857	12.387004	0.040027	12.427030	108.834773
4000	74981.040000	0.053347	18.714999	18.712242	12.351962	0.040030	12.391992	108.234380
5000	93451.080000	0.053504	18.665997	18.671212	12.354044	0.040024	12.394068	107.858240
6000	111959.040000	0.053591	18.639653	18.652389	12.285178	0.040020	12.325198	108.194233
7000	130818.320000	0.053509	18.671033	18.670848	12.257499	0.040023	12.297522	108.454457
8000	149498.160000	0.053512	18.672134	18.676007	12.306324	0.040025	12.346349	108.325330
9000	167953.160000	0.053586	18.648005	18.650074	12.288671	0.040022	12.328693	108.314511
10000	186097.080000	0.053735	18.597592	18.599856	12.251725	0.040020	12.291745	108.276284
