transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9321.360000	0.107280	9.202603	9.206996	3.325647	0.040039	3.365686	131.831840
2000	18342.640000	0.109036	9.111896	9.106766	3.236107	0.040040	3.276147	132.171720
3000	27471.360000	0.109205	9.117506	9.120226	3.192722	0.040040	3.232762	131.429613
4000	36923.760000	0.108331	9.201250	9.204777	3.207109	0.040030	3.247139	132.472160
5000	46159.720000	0.108320	9.208194	9.209617	3.192027	0.040024	3.232051	132.562664
6000	55150.560000	0.108793	9.171962	9.172535	3.173171	0.040027	3.213198	131.669733
7000	64095.080000	0.109213	9.139466	9.140314	3.146157	0.040023	3.186180	131.268983
8000	73310.520000	0.109125	9.148964	9.147484	3.141495	0.040025	3.181520	131.442525
9000	82455.720000	0.109149	9.148545	9.146745	3.126509	0.040022	3.166531	131.603249
10000	91448.400000	0.109351	9.132957	9.130932	3.121777	0.040020	3.161797	131.364476
