transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	163.160000	0.006129	0.000000	14.614545	9.221818	0.040000	9.261818	110.080000
1000	10581.440000	0.094505	10.428709	10.463778	4.291395	0.040040	4.331434	104.407280
2000	20494.560000	0.097587	10.170785	10.208599	4.008419	0.040020	4.048439	104.540360
3000	30499.840000	0.098361	10.115599	10.131871	3.960452	0.040013	4.000465	105.063613
4000	40554.200000	0.098633	10.100285	10.112648	3.990574	0.040030	4.030603	104.564530
5000	50532.200000	0.098947	10.075823	10.081109	3.976302	0.040024	4.016326	104.385864
6000	60437.160000	0.099277	10.047341	10.057270	3.956838	0.040020	3.996858	104.494547
7000	70678.880000	0.099039	10.075114	10.080508	3.984305	0.040017	4.024322	104.565257
8000	80773.560000	0.099042	10.077560	10.083956	4.011411	0.040015	4.051426	104.476895
9000	91032.800000	0.098865	10.097749	10.107009	4.035457	0.040013	4.075470	104.311791
10000	101261.160000	0.098755	10.110811	10.117402	4.043097	0.040012	4.083109	104.269652
