transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	12933.440000	0.077319	12.897858	12.901756	0.947836	0.040000	0.987836	45.812680
2000	25777.440000	0.077587	12.870915	12.873623	0.950410	0.040020	0.990430	46.000820
3000	38638.440000	0.077643	12.867609	12.872816	0.968314	0.040013	1.008328	45.982373
4000	50882.080000	0.078613	12.711578	12.706234	0.978797	0.040010	1.018806	45.946950
5000	63469.000000	0.078779	12.686641	12.679904	0.976980	0.040008	1.016988	45.948784
6000	76380.680000	0.078554	12.724154	12.717030	0.977096	0.040007	1.017103	45.951213
7000	89093.920000	0.078569	12.722595	12.719732	0.981145	0.040011	1.021157	45.958571
8000	101898.680000	0.078509	12.732867	12.733567	0.980897	0.040015	1.020912	45.927310
9000	115161.360000	0.078151	12.791741	12.788326	0.987422	0.040013	1.027435	45.926253
10000	128353.640000	0.077910	12.831799	12.830961	0.985263	0.040012	1.025275	45.895116
